DJUSAP;DJUSAP;DJUSAT;AUTO PARTS;
DJUSAP;DJUSAP;DJUSAU;AUTOMOBILES;
DJUSAP;DJUSAP;DJUSTR;TIRES;
DJUSBK;DJUSBK;DJUSBK;BANKS;
DJUSBS;DJUSIM;DJUSAL;ALLUMINIUM;
DJUSBS;DJUSMG;DJUSCL;COAL;
DJUSBS;DJUSMG;DJUSMG;DIAMONDS & GEMSTONES;
DJUSBS;DJUSFR;DJUSFS;FORESTRY;
DJUSBS;DJUSMG;DJUSMD;GENERAL MINING;
DJUSBS;DJUSMG;DJUSPM;GOLD MINING;
DJUSBS;DJUSIM;DJUSST;IRON & STEEL;
DJUSBS;DJUSIM;DJUSNF;NONFERROUS METALS;
DJUSBS;DJUSFR;DJUSPP;PAPER;
DJUSBS;DJUSMG;DJUSPT;PLATINUM & PRECIOUS METALS;
DJUSCG;DJUSCG;DJUSAR;AIRLINES;
DJUSCG;DJUSCG;DJUSCA;GAMBLING;
DJUSCG;DJUSCG;DJUSLG;HOTELS;
DJUSCG;DJUSCG;DJUSRQ;RECREATIONAL SERVICES;
DJUSCG;DJUSCG;DJUSRU;RESTAURANTS & BARS;
DJUSCG;DJUSCG;DJUSTT;TRAVEL & TOURISM;
DJUSCH;DJUSCH;DJUSCC;COMMODITY CHEMICALS;
DJUSCN;DJUSCN;DJUSBD;BUILDING MATERIALS & FIXTURES;
DJUSCN;DJUSCN;DJUSHV;HEAVY CONSTRUCTION;
DJUSEN;DJUSEN;DJUSEN;ALTERNATIVE FUELS;
DJUSEN;DJUSOG;DJUSOS;EXPLORATION & PRODUCTION ;
DJUSEN;DJUSOG;DJUSOL;INTEGRATED OIL & GAS;
DJUSEN;DJUSOQ;DJUSOI;OIL EQUIPMENT & SERVICES;
DJUSEN;DJUSOQ;DJUSPL;PIPELINES;
DJUSEN;DJUSEN;DJUSEN;RENEWABLE ENERGY EQUIPMENT;
DJUSFB;DJUSBV;DJUSDB;BREWERS;
DJUSFB;DJUSBV;DJUSVN;DISTILLERS & VINTNERS;
DJUSFB;DJUSFO;DJUSFO;FARMING & FISHING;
DJUSFB;DJUSFO;DJUSFP;FOOD PRODUCTS;
DJUSFB;DJUSBV;DJUSSD;SOFT DRINKS;
DJUSFI;DJUSGF;DJUSAG;ASSET MANAGERS;
DJUSFI;DJUSGF;DJUSSF;CONSUMER FINANCE;
DJUSFI;DJUSFI;DJUSFI;EQUITY INVESTMENTS INSTRUMENTS;
DJUSFI;DJUSGF;DJUSSB;INVESTMENT SERVICES;
DJUSFI;DJUSGF;DJUSMF;MORTAGE FINANCE;
DJUSFI;DJUSFI;DJUSFI;NONEQUITY INVESTMENTS INSTRUMENTS;
DJUSFI;DJUSGF;DJUSSP;SPECIALTY FINANCE;
DJUSHC;DJUSPN;DJUSBT;BIOTECHNOLOGY;
DJUSHC;DJUSMC;DJUSHP;HEALTH CARE PROVIDERS;
DJUSHC;DJUSMC;DJUSAM;MEDICAL EQUIPMENT;
DJUSHC;DJUSMC;DJUSMS;MEDICAL SUPPLIES;
DJUSHC;DJUSPN;DJUSPR;PHARMACEUTICALS;
DJUSIG;DJUSAE;DJUSAS;AEROSPACE;
DJUSIG;DJUSIS;DJUSIV;BUSINESS SUPPORT SERVICES;
DJUSIG;DJUSIS;DJUSBE;BUSINESS TRAINING & EMPLYMENT;
DJUSIG;DJUSIQ;DJUSHR;COMMERCIAL VEHICLES & TRUCKS;
DJUSIG;DJUSGI;DJUSCP;CONTAINERS & PACKAGING;
DJUSIG;DJUSAE;DJUSDN;DEFENSE;
DJUSIG;DJUSIT;DJUSAF;DELIVERY SERVICES;
DJUSIG;DJUSGI;DJUSID;DIVERSIFIED INDUSTRIALS;
DJUSIG;DJUSEE;DJUSEC;ELECTRICAL COMPONENTS & EQUIPMENT;
DJUSIG;DJUSEE;DJUSAI;ELECTRONIC EQUIPMENT;
DJUSIG;DJUSIS;DJUSFA;FINANCIAL ADMINISTRATION;
DJUSIG;DJUSIQ;DJUSFE;INDUSTRIAL MACHINERY;
DJUSIG;DJUSIS;DJUSDS;INDUSTRIAL SUPLIERS;
DJUSIG;DJUSIT;DJUSMT;MARINE TRANSPORTATION;
DJUSIG;DJUSIT;DJUSRR;RAILROADS;
DJUSIG;DJUSIT;DJUSTS;TRANSPORTACION SERVICES;
DJUSIG;DJUSIT;DJUSTK;TRUCKING;
DJUSIG;DJUSIS;DJUSPC;WASTE & DISPOSAL SERVICES;
DJUSIR;DJUSIX;DJUSIF;FULL LINE INSURANCE;
DJUSIR;DJUSIX;DJUSIB;INSURANCE BROKERS;
DJUSIR;DJUSIL;DJUSIL;LIFE INSURANCE;
DJUSIR;DJUSIX;DJUSIP;PROPERTY & CASUALTY INSURANCE;
DJUSIR;DJUSIX;DJUSIU;REINSURANCE;
DJUSME;DJUSME;DJUSBC;BROADCASTING & ENTERTAINMENT;
DJUSME;DJUSME;DJUSAV;MEDIA AGENCIES;
DJUSME;DJUSME;DJUSPB;PUBLISHING;
DJUSNG;DJUSPG;DJUSCF;CLOTHING & ACCESSORIES;
DJUSNG;DJUSLE;DJUSCE;CONSUMER ELECTRONICS;
DJUSNG;DJUSHG;DJUSHD;DURABLE HOUSEHOLD PRODUCTS;
DJUSNG;DJUSPG;DJUSFT;FOOTWEAR;
DJUSNG;DJUSHG;DJUSFH;FURNISHINGS;
DJUSNG;DJUSHG;DJUSHB;HOME CONSTRUCTION;
DJUSNG;DJUSHG;DJUSHN;NONDURABLE HOUSEHOLD PRODUCTS;
DJUSNG;DJUSPG;DJUSCM;PERSONAL PRODUCTS;
DJUSNG;DJUSLE;DJUSRP;RECREATIONAL PRODUCTS;
DJUSNG;DJUSTB;DJUSTB;TOBACCO;
DJUSNG;DJUSLE;DJUSTY;TOYS;
DJUSRE;DJUSRI;DJUSDT;DIVERSIFIED REITS;
DJUSRE;DJUSRI;DJUSHL;HOTEL & LODGING;
DJUSRE;DJUSRI;DJUSIO;INDUSTRIAL & OFFICE REITS;
DJUSRE;DJUSRI;DJUSMR;MORTGAGE;
DJUSRE;DJUSRH;DJUSEH;REAL ESTATE HOLDING & DEVELOPMENT;
DJUSRE;DJUSRH;DJUSES;REAL ESTATE SERVICES;
DJUSRE;DJUSRI;DJUSRN;RESIDENTIAL REITS;
DJUSRE;DJUSRI;DJUSRL;RETAIL REITS;
DJUSRE;DJUSRI;DJUSSR;SPECIALTY REITS;
DJUSRT;DJUSGT;DJUSRA;APPAREL RETAILERS;
DJUSRT;DJUSGT;DJUSRB;BROADLINE RETAILERS;
DJUSRT;DJUSDR;DJUSRD;DRUG RETAILERS;
DJUSRT;DJUSDR;DJUSFD;FOOD RETAILERS & WHOLESALERS;
DJUSRT;DJUSGT;DJUSHI;HOME IMPROVEMENT RETAILERS;
DJUSRT;DJUSGT;DJUSCS;SPECIALIZED CONSUMER SERVICES;
DJUSRT;DJUSGT;DJUSRS;SPECIALTY RETAILERS;
DJUSTC;DJUSTQ;DJUSCR;COMPUTER HARDWARE;
DJUSTC;DJUSSV;DJUSDV;COMPUTER SERVICES;
DJUSTC;DJUSTQ;DJUSOE;ELECTRONIC OFFICE EQUIPMENT;
DJUSTC;DJUSSV;DJUSNS;INTERNET;
DJUSTC;DJUSTQ;DJUSSC;SEMICONDUCTORS;
DJUSTC;DJUSSV;DJUSSW;SOFTWARE;
DJUSTC;DJUSTQ;DJUSCT;TELECOMMUNICATIONS EQUIPMENT;
DJUSTL;DJUSFC;DJUSFC;FIXED LINES TELECOMMUNICATIONS;
DJUSTL;DJUSWC;DJUSWC;MOBILE TELECOMMUNICATIONS;
DJUSUT;DJUSEU;DJUSVE;ALTERNATIVE ENERGY;
DJUSUT;DJUSEU;DJUSVE;CONVENTIONAL ELECTRICITY;
DJUSUT;DJUSUO;DJUSGU;GAS DISTRIBUTION;
DJUSUT;DJUSUO;DJUSMU;MULTIUTILITIES;
DJUSUT;DJUSUO;DJUSWU;WATER;
